main_category|sub_category|course_name|course_desc|instructor_name|instructor_job|base_price|final_price|rating|rating_count
mentoring|Mentoring|Beginner's Guide to Academic Writing|"<div>Course ini akan memberikan pembahasan dan pendalaman materi-materi pengantar dan</div>
<div>mendasar dari academic writing. Mulai dari mengenal perbedaan general writing dan academic writing, memahami tipe-tipe academic writing, proses perencanaan tulisan, brainstorming, pemilihan metode riset, paraphrasing dan citation <br>
styles, hingga proses penyusunan paragraf dalam sebuah academic</div>
<div>writing. Selain itu kamu juga dapat memahami materi ini lebih dalam lewat soal-soal latihan yang diberikan dan Lesson PDF yang akan menjadi pendamping kegiatan belajarmu.</div>"|Jeremia Agustinus Manulang|English Tutor|690000|220000|4.9|32
mentoring|Mentoring|Bedah CV untuk Sekolah ke Luar Negeri, Beasiswa, dan Lamaran Kerja|"<div><u><strong>Detail Kelas</strong></u><br>
CV yang bagus menjadi salah satu penunjang keberhasilan kamu dalam mendapatkan beasiswa ataupun karir impian. Namun, untuk membuat CV yang memukau membutuhkan seni yang tak boleh asal. <br>
Di kelas ini, Iman Usman sebagai instruktur kelas akan mengupas tuntas cara membuat CV yang dapat menarik perhatian <em>recruiter</em>, mulai dari mengetahui format penulisan CV yang tepat, apa saja yang perlu dan tidak perlu ada dalam CV, memaparkan kesalahan umum yang selalu terjadi dan cara untuk menghindarinya, hingga tips kata-kata <em>powerful </em>untuk membuat CV terlihat lebih menjual. <br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk mahasiwa, lulusan baru, ataupun masyarakat umum yang sedang mempersiapkan beasiswa atau mencari pekerjaan. <br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Kamu akan dapat mengetahui cara yang tepat dalam membuat CV yang memukau sehingga dapat menarik perhatian recruiter<br>
&nbsp;</div>"|Iman Usman|Co-Founder Ruangguru|660000|215000|5.0|145031
mentoring|Mentoring|Rahasia Sukses Melamar Kerja|"<div><u><strong>Detail Kelas&nbsp;</strong></u></div>
<div>Lolos dalam melamar kerja merupakan impian semua orang. Namun, untuk merealisasikannya membutuhkan persiapan yang matang dan tepat. Di kelas ini kamu akan belajar hal-hal penting dalam persiapan lamaran kerja, seperti mempersiapkan CV yang efektif dan menarik perhatian recruiter hingga bagaimana mempersiapkan diri untuk menghadapi tahapan seleksi wawancara kerja. &nbsp;Kamu juga akan mendapatkan tips menjawab pertanyaan interviu dengan mengenal metode STAR, cara melakukan follow up hasil wawancara yang sopan, dan mengenal jenis-jenis wawancara yang umum dilakukan di dunia kerja. Kelas ini bisa kamu selesaikan selama dua minggu jika kamu menyediakan waktu 30 menit/hari. &nbsp;</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk ulusan SMA/sederajat, lulusan baru, atau umum yang akan melakukan persiapan melamar pekerjaan. &nbsp;</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu menerapkan faktor penting yang harus dipersiapkan sebelum, pada saat, dan sesudah wawancara kerja. <br>
&nbsp;</div>"|Iman Usman|Co-Founder Ruangguru|500000|300000|5.0|11602
mentoring|Mentoring|Sukses Interview/Wawancara Kerja|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Wawancara menjadi keputusan terpenting untuk menentukan layak atau tidaknya seorang kandidat bekerja di perusahaan yang dilamarnya. Dengan mengikuti kelas ini, kamu akan mendapatkan bekal maksimal untuk mempersiapkan diri menghadapi wawancara kerja. &nbsp;Kamu akan belajar tentang apa saja yang diperhatikan <em>interviewer </em>saat proses wawancara berlangsung, mengenal metode STAR untuk menjawab pertanyaan wawancara dengan tepat, hingga <em>roleplay </em>seputar pertanyaan-pertanyaan yang biasa ditanyakan selama proses wawancara sehingga kamu bisa mendapatkan gambaran yang jelas. &nbsp;Kamu juga akan mengenal tipe-tipe pewawancara yang perlu diwaspadai, berbagai jenis wawancara, seperti via telepon, kelompok, dan langsung, hingga tips untuk menjawab pertanyaan-pertanyaan yang menjebak. Tidak hanya itu, kamu juga akan belajar bagaimana cara <em>follow up </em>lamaran kamu, melakukan negosiasi, hingga tips menghadapi penolakan sehingga bisa membantumu evaluasi dan mendapatkan hasil yang terbaik untuk wawancara selanjutnya.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk kamu yang merupakan lulusan baru dan sedang mencari pekerjaan ataupun profesional yang ingin mencari pekerjaan baru.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Di akhir pelatihan, kamu akan dapat mengidentifikasi faktor penting yang perlu dimiliki sebelum, saat, dan setelah wawancara kerja agar dapat melakukan wawancara dengan baik.</div>"|Iman Usman|Co-Founder Ruangguru|660000|215000|5.0|477966
mentoring|Mentoring|Career Mentoring Intensive : Asah Soft Skill dan Dapat Kerja|"<div>Sudah ada 2 kelas Skill Academy di dashboard? Kamu bisa ikut kelas Career Mentoring Intensive secara <strong>GRATIS</strong>!</div>
<div>Lihat cara gabungnya disini &nbsp;<a href=""https://careermentoring.skillacademy.com/pendaftaran""><u>https://careermentoring.skillacademy.com/pendaftaran</u></a></div>
<div><br></div>
<div>Career Mentoring Intensive adalah grup bimbingan interaktif yang dipandu oleh fasilitator berpengalaman dibidangnya. Bimbingan ini merupakan program lanjutan Skill Academy yang bersifat intensif dalam memberikan mentoring untuk mendukung <strong>&nbsp;lolos seleksi kerja dan mengembangkan </strong><em><strong>soft skills</strong></em> dengan metode grup diskusi di WhatsApp, kelas pengembangan diri dan konseling secara personal. Sudah lebih dari 10.000 alumni Career Mentoring Intensive dan diantaranya telah mendapatkan pekerjaan impian. &nbsp;</div>
<div><br></div>
<div>Pada kelas Career Mentoring Intensive kamu akan mendapatkan fasilitas antara lain:</div>
<div>· Dibimbing untuk membuat CV dan Surat Lamaran Kerja dengan baik</div>
<div>· Dibimbing untuk mengoptimalkan Profil Linkedin secara maksimal</div>
<div>· Dibimbing untuk meningkatkan performa saat interview kerja dengan baik</div>
<div>· Berkesempatan di <em>review</em> CV dan Surat Lamaran Kerja secara personal</div>
<div>· Mendapatkan materi pengembangan soft skill yang <em>up to date </em>dan relevan dengan dunia kerja</div>
<div>· Akses layanan konseling 1o1 secara personal</div>
<div>· Kelas pengembangan diri gratis setiap bulannya</div>
<div>· Mendapatkan informasi lowongan kerja secara berkala yang sesuai dengan domisili peserta</div>
<div>· Mendapat sertifikat mentoring</div>"|Hendra Syah|Recruitment Specialist|1350000|540000|2.0|1
mentoring|Mentoring|Step by Step Menuju Sekolah Idaman dan Beasiswa Impian|<div>Kelas <em>Step by Step </em>Menuju Sekolah Idaman dan Beasiswa Impian akan membantu kamu dalam persiapan meraih beasiswa dan studi S2. Kelas dimulai dengan membahas persiapan diri yang dilakukan sebelum memutuskan lanjut kuliah dan strategi menarik untuk memaksimalkan aplikasi beasiswa, di antaranya menyiapkan berbagai dokumen aplikasi beasiswa, menyusun master plan, mencari supervisor, <em>tips</em> &amp; <em>trick</em> agar sukses saat interview, hingga bagaimana mengambil keputusan jika mendapat lebih dari satu beasiswa.</div>|Ayu Kartika Dewi|Managing Director Indika Foundation, Staf Khusus Presiden Indonesia (2019-2024)|649000|168000|4.9|446
language|Language Learning|Nihongo no Hanamaru: Praktis Kuasai Bahasa Jepang Untuk Pemula|"<div>Bahasa Jepang adalah salah satu bahasa yang paling banyak dipelajari di dunia. Di Asia sendiri Indonesia berada di urutan kedua untuk jumlah pelajar bahasa Jepang terbanyak.&nbsp;</div>
<div><br></div>
<div>Jadi apa yang menjadi alasan dan motivasi orang-orang untuk mempelajari bahasa Jepang? Hal-hal seperti, ketertarikan terhadap <em>Japan Pop Culture</em> (<em>Cool Japan</em>), sejarah, budaya, dan seni tradisional Jepang, atau bahkan ketertarikan terhadap bahasa Jepang itu sendiri adalah alasan dan motivasi bagi orang-orang untuk mempelajari bahasa ini. Alasan dan motivasi utama lainnya adalah keinginan untuk dapat menempuh pendidikan di Jepang dan bekerja di atau pada perusahaan Jepang.&nbsp;</div>
<div><br></div>
<div>Untuk mencapai hal tersebut kalian akan diminta untuk memiliki suatu level keterampilan atau kefasihan dalam berbahasa Jepang. Level keterampilan dan kefasihan berbahasa Jepang dapat dibuktikan dengan mengikuti <em>Japanese Language Proficiency Test</em> (JLPT) atau <em>Nihongo Nōryoku Shiken</em>. Dengan mengikuti tes ini seseorang akan selangkah lebih dekat untuk dapat menempuh pendidikan, bekerja, atau bahkan mengajukan permohonan kewarganegaraan di Jepang.&nbsp;</div>
<div><br></div>
<div>Jadi apa yang menjadi alasan dan motivasimu untuk mempelajari bahasa Jepang. <em>Shinpai shinaide</em>, apapun alasan dan motivasimu untuk mempelajari bahasa Jepang course ini siap untuk membimbingmu dalam mempelajari bahasa Jepang.&nbsp;</div>
<div><br></div>
<div>Untuk kamu yang sebelumnya belum pernah belajar bahasa Jepang atau memiliki dasar apapun tentang bahasa ini kamu tak perlu khawatir. Di course ini kamu akan mempelajari bahasa Jepang secara kontekstual, sehingga pelajaran mengenai pola kalimat atau tata bahasa akan lebih mudah dipahami olehmu.</div>
<div><br></div>
<div>Course ini disusun dengan fitur-fitur seperti:</div>
<ul>
  <li>Overview latar belakang budaya.</li>
  <li>Pembahasan bunpou atau gramatika bahasa.</li>
  <li>Contoh kaiwa atau percakapan.</li>
  <li>Praktek kaiwa.</li>
  <li>Lembar latihan menulis huruf Kana dan Kanji; dan</li>
  <li>PDF infografis.</li>
</ul>
<div>Jadi apalagi yang kamu tunggu.&nbsp;Issho ni benkyō shimashou!</div>"|Humannisa Rubina Lestari|Japan Language Expert|925000|325000|4.8|108
language|Language Learning|Kuasai Bahasa Isyarat Indonesia (Bisindo) Dasar untuk Dunia Kerja|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Undang-Undang tahun 2016 pasal 53 tentang Penyandang Disabilitas menyebutkan bahwa kantor pemerintahan wajib mempekerjakan paling sedikit 2% Penyandang Disabilitas dan 1% untuk kantor swasta. Adanya Undang-Undang ini tentunya mendorong kantor untuk menerima pekerja disabilitas termasuk Tuli.</div>
<div><br></div>
<div>Namun, untuk menciptakan lingkungan kerja yang ramah Tuli, tentunya dibutuhkan aksesibilitas bagi Tuli, salah satunya dengan belajar bahasa isyarat. Sebab, bahasa isyarat merupakan bahasa alamiah dan menjadi cara komunikasi yang paling nyaman bagi Tuli.</div>
<div><br></div>
<div>Nah, dalam kelas ini, Laura akan mengajak kamu untuk belajar bahasa isyarat dasar untuk percakapan sehari-hari, khususnya di dunia kerja. Materi yang dibahas mulai dari membedakan Tuli dan tunarungu, serta mengenal lebih jauh tentang dunia Tuli. Selain itu, kamu juga akan belajar bahasa isyarat, dalam hal ini spesifik pada bahasa isyarat Jakarta, mulai dari mengenal abjad, angka, kata-kata dalam percakapan sehari-hari, serta contoh wawancara kerja menggunakan bahasa isyarat.</div>
<div><br></div>
<div>Kelas ini cocok bagi masyarakat umum, karyawan, dan tim HR, yang ingin mempelajari bahasa isyarat Indonesia. Selain untuk menciptakan lingkungan kerja yang ramah Tuli, ternyata ada banyak manfaat lain dari belajar bahasa isyarat, <em>lho</em>. Apa saja? Kamu bisa temukan jawabannya di kelas ini ya!&nbsp;</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini dibuat bagi peserta yang ingin mempelajari bahasa isyarat dasar, khususnya untuk penerapan di dunia kerja.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Peserta belajar mampu menggunakan Bahasa Isyarat Indonesia (BISINDO) untuk percakapan sehari-hari atau di lingkungan kerja.</div>"|Laura Lesmana Wijaya|Linguis Bahasa Isyarat|925000|250000|4.9|22
language|Language Learning|Piawai Berbahasa Inggris dalam Percakapan Kerja|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Melakukan percakapan menggunakan <em>business English</em> menjadi sangat penting di dunia pekerjaan. Pertemuan dengan berbagai klien mancanegara tidak dapat diprediksi dan berkomunikasi menggunakan bahasa Inggris menjadi satu-satunya jembatan untuk dapat saling bertukar pesan dan menjalankan pekerjaan. Selain itu, masing-masing pekerja perlu membangun kemampuan komunikasi menggunakan bahasa Inggris dalam bersosialisasi. Melalui cara ini seorang karyawan dapat bekerja secara lebih profesional. Karyawan juga dapat menjalin kerja sama dengan berbagai pihak, melakukan kolaborasi dengan mereka, mendapatkan koneksi, hingga meningkatkan posisi berkarier. Kelas ini dapat dinikmati mulai dari mahasiswa atau umum yang berencana akan memulai karier hingga karyawan yang ingin meningkatkan kemampuan percakapan bahasa Inggris sebagai profesional. Hal ini dapat dilakukan asalkan peserta belajar sudah memahami dasar berbahasa Inggris terlebih dahulu, karena kelas ini tidak akan memulai dari akar atau pembelajaran yang sangat mendasar.</div>
<div><br></div>
<div>Kelas ini dibuka dengan pengenalan <em>business English</em> di dunia kerja dan perbedaan antara <em>business English</em> dengan bahasa Indonesia. Setelah itu, kelas dilanjutkan dengan cara melakukan dialog tatap muka berbahasa Inggris. Kelas ini akan lengkap membahas mulai situasi kasual, berlanjut dengan situasi formal pekerjaan, dan cara diplomatis dalam percakapan bahasa Inggris serta menganalisisnya. Tidak hanya itu, dialog tatap muka dilanjutkan dengan persiapan dan cara melakukan percakapan dengan pelanggan, jenis pertanyaan dan cara menyampaikan pertanyaan, serta cara mengatur janji menggunakan bahasa Inggris. Tak sekadar belajar tentang dialog tatap muka, kelas ini juga dilengkapi dengan dialog dalam bertelepon sehingga peserta belajar dapat menjawab panggilan telepon menggunakan bahasa Inggris melalui materi dan <em>roleplay</em>. Hal penting lainnya yang akan ditemukan dalam kelas ini adalah pembahasan mengenai gramatika dalam percakapan berbahasa Inggris yang berkenaan dengan situasi fakta, progres kerja, rencana kerja, pernyataan kondisional, dan analisis gramatika percakapan. Sebagai penutup, kelas ini mengakhiri dengan materi mengenai tips jitu lancar melakukan percakapan bahasa Inggris dan bonus 10 idiom yang kerap dilakukan dalam <em>business English</em>.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u>&nbsp;</div>
<div>Kelas ini cocok untuk lulusan baru yang berencana memulai karir ataupun karyawan yang ingin meningkatkan kemampuan percakapan bahasa Inggris di dunia kerja.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u>&nbsp;</div>
<div>Kamu akan dapat menerapkan percakapan bahasa Inggris yang tepat dan sesuai dengan kondisi tertentu di dunia kerja. <br>
</div>"|Reza Mardian|Project Manager|925000|300000|5.0|3243
language|Language Learning|Belajar Mengaji agar Fasih Baca Al Quran|"<div>Ikuti kelas Belajar Mengaji untuk memperbagus bacaan Qur’an Anda. Kelas ini terdiri dari 23 video yang akan membahas mengenai Al-Qur’an dari sejarah Quran, hukum membaca Quran hingga cara menghapal dan memperindah bacaan Quran yang baik dan benar.&nbsp;</div>
<div>Sebelum mempelajari cara membaca Qur’an, Anda diajak mengenal sejarah Qur’an dari wahyu pertama diturunkan kepada Rasulullah Sallallahu’alaihi Wasalam hingga pemberian i’jam dan harokat yang memudahkan umat untuk membaca dan mempelajarinya.&nbsp;</div>
<div>Setelah itu Anda akan mempelajari huruf hijaiah serta cara melafalkan setiap huruf sesuai dengan makhrojnya. Selanjutnya Anda akan mempelajari hukum-hukum dasar yang diperlukan dalam membaca Al-Qur’an.</div>
<div>Setelah dapat membaca Al-Qur’an sesuai makhroj dan hukum bacaan, Anda dapat mempelajari cara memperindah bacaan Qur’an dengan baik dan benar sesuai dengan hukumnya.</div>
<div>Dalam kelas ini juga disertakan tips menghapal Al-Qur’an yang dianjurkan.</div>"|Rio Sastra Hardiansyah|Pengajar Al Quran YISC Al-Azhar|660000|168000|4.8|524
language|Language Learning|Bahasa Inggris Praktis untuk Pelaku Pariwisata dan Jasa|"<div><u><strong>Detail Kelas</strong></u><br>
Tahukah kamu, dilansir dari artikel Forbes, dunia pariwisata akan melesat tinggi pada tahun 2030. Hal ini menjadikan sektor pariwisata sebagai pilihan karir yang menjamin. <br>
Bekerja di sektor ini tentu tak bisa lepas dari penguasaan bahasa Inggris. Sebagai bahasa universal, bahasa Inggris wajib dikuasai pelaku pariwisata untuk membuat bisnisnya lebih maju. Kelas ini akan mengupas tuntas bahasa Inggris yang praktis untuk pelaku pariwisata dan jasa. <br>
Dalam 14 video ini, kamu akan belajar mulai dari yang paling dasar, seperti perkenalan, penggunaan ekspresi, hingga cara promosi bisnis pariwisatamu yang dapat memikat turis. Kamu juga akan belajar bagaimana cara memandu wisatawan dengan tepat, dan menangani keluhan mereka dengan baik sehingga mereka puas dengan bisnismu. <br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk pelaku industri pariwisata seperti <em>tour guide</em>, pemilik bisnis di daerah wisata, atau masyarakat yang tinggal di daerah wisata yang ingin mengembangkan bahasa Inggrisnya.<br>
</div>
<div>Direkomendasikan untuk memahami dasar bahasa Inggris sebelum mengikuti kelas ini. <br>
</div>
<div><u><strong>Tujuan Umum</strong></u><br>
Di akhir pelatihan, kamu akan dapat mengekspresikan percakapan mengenai bidang pariwisata dan jasa dalam bahasa Inggris dengan turis asing</div>"|Mediana Tribrata|Trainer Personal Development|300000|150000|5.0|60065
language|Language Learning|Mahir Berbahasa Inggris untuk Sales dan Telemarketing|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Di era ini, kemampuan berbahasa Inggris sudah menjadi kewajiban bagi seluruh orang, termasuk di antaranya bagi sales dan telemarketer. Sebagai salah satu profesi yang bertujuan untuk menghasilkan penjualan semaksimal mungkin, seorang sales dan telemarketer harus mampu menjangkau calon pelanggan dari mana saja. Mengingat banyaknya ekspatriat yang menetap di Indonesia karena adanya perdagangan bebas, hingga wisatawan asing yang sedang berlibur, maka akan sangat menguntungkan apabila tim sales dan telemarketing dapat menjangkau pasar global tersebut. Oleh karena itu, melalui kelas ini, Lisa akan memberikan ilmu dan tips berjualan dengan menggunakan bahasa Inggris. Di dalam kelas ini kamu akan mempelajari gramatika bahasa Inggris dalam berjualan, serta pembahasan dan praktik berjualan melalui telepon, dimulai dari persiapan yang harus dilakukan, cara membuka percakapan, menggali informasi pelanggan, menawarkan dan menjelaskan produk, menangani penolakan, hingga menutup pembicaraan dalam bahasa Inggris. Selain melakukan penjualan melalui telepon yang juga dapat diterapkan secara langsung, &nbsp;instruktur juga akan membahas secara komprehensif mengenai cara berjualan melalui email formal dan informal. Sebagai pelengkap, kelas ini juga menyediakan latihan berupa komunikasi interaktif antara seorang telemarketer dengan calon customer-nya melalui telepon, sehingga peserta tidak hanya sekedar memahami teori, namun juga berlatih untuk menerapkannya secara langsung. Kelas ini bisa kamu selesaikan dalam waktu satu minggu jika kamu menyediakan waktu 30 menit/hari.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk yang ingin menjadi profesional di bidang <em>sales </em>dan <em>telemarketing</em>.&nbsp;</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu menerapkan bahasa Inggris untuk pembukaan, penawaran, negosiasi, dan penutup dalam berjualan melalui telepon dan <em>email</em>.&nbsp;</div>"|Lisa Surbakti|Corporate Director di Impact|890000|300000|5.0|3593
language|Language Learning|Mahir Berbicara Bahasa Arab|"<div>Bahasa Arab masuk dalam 5 besar bahasa resmi yang digunakan oleh PBB dan forum internasional lainnya. Perkembangan penutur bahasa Arab terus mengalami perkembangan setiap tahunnya. Menguasai bahasa Arab memberikan banyak keuntungan untuk kamu, diantaranya aktif berbicara bahasa Arab, dapat mengikuti konferensi tentang <em>studi</em> Arab, menjadi <em>guide</em> resmi tamu Timur Tengah saat berkunjung ke Indonesia, dan masih banyak keuntungan lain yang bisa kamu dapatkan dari belajar bahasa Arab.&nbsp;</div>
<div>Bagi kamu yang saat ini adalah seorang pelajar, aktivis, atau karyawan dan tertarik belajar bahasa Arab untuk kepentingan <em>studi</em>, pekerjaan atau tujuan tertentu, kamu bisa bergabung di kelas ini.&nbsp;</div>
<div><br></div>
<div>Di kelas ini, kamu akan mengetahui fakta menarik mengenai budaya Arab, dan pastinya materi bahasa Arab. Dimulai dari materi dasar yakni pengenalan huruf hijaiah dan tanda baca, aturan isim mudzakkar dan muannats, perbedaan kosakata benda tunggal dan majemuk, kosakata yang digunakan saat melakukan perkenalan dengan teman atau keluarga, menanyakan kegiatan sehari-hari saat jam istirahat kantor, pergi membeli buah dan sayur di pasar, mengenal makanan dan minuman khas Arab, serta melakukan percakapan saat di restoran, rumah sakit, sekolah, dan menanyakan arah jalan.</div>
<div><br></div>
<div>Selain itu, kamu juga akan mengenal aturan angka, warna, kata penunjuk, mata uang Arab dan anggota tubuh.&nbsp;</div>
<div>Seluruh materi tersebut disajikan dalam bentuk video, latihan menulis percakapan bahasa Arab, penilaian, kuis, dan pertanyaan-pertanyaan yang akan membantu kamu menguasai materi.&nbsp;</div>
<div><br></div>
<div>Tunggu apalagi, ayo pelajari selengkapnya materi di kelas ini serta kerjakan tugas dan pelatihannya. Hamasah!</div>"|Silviana Zahra|Instruktur Bahasa Arab|925000|275000|4.8|62
language|Language Learning|Mahir Berbahasa Inggris|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Bahasa Inggris sudah menjadi bahasa yang wajib dikuasai di era sekarang ini. Sudah seberapa jauh kamu menguasainya? Ikuti kelas ini untuk memperdalam ilmu bahasa Inggrismu, di mana kelas ini memberikanmu materi lengkap untuk kamu kuasai. Kamu juga akan mendapatkan materi TOEFL, mulai dari listening, reading, dan writing, dan tipsnya sehingga kamu bisa mendapatkan nilai TOEFL yang optimal. Kelas ini bisa kamu selesaikan dalam waktu tiga minggu jika kamu menyediakan waktu 30 menit/hari.&nbsp;</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk yang ingin menguasai bahasa Inggris ataupun yang sedang mempersiapkan tes TOEFL.&nbsp;</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu menguasai kemampuan bahasa Inggris meliputi grammar, listening, writing, dan reading.&nbsp;&nbsp;</div>"|Ali Fikrie|TOEFL Teacher|1600000|725000|5.0|18464
language|Language Learning|Belajar Bahasa Korea Sambil Virtual Tour Bersama Borassaem|"<div><em>Hallyu </em>atau <em>Korean Wave</em> telah menjadi sarana penyebaran kebudayaan Korea yang sangat efektif. Terbukti penetrasi konten-konten berbahasa Korea mulai dari musik hingga serial TV sangat tinggi di banyak negara. Di Indonesia pun penikmat konten <em>Hallyu</em> tidak sedikit. Banyak fans KPop dan KDrama yang rela belajar membaca Hangeul atau huruf Korea agar dapat berkomunikasi dengan idolanya lewat media sosial. Sistem penulisan Korea memang mudah dipelajari karena bentuk hurufnya yang sederhana. Namun, cara pengucapan dan pembentukan kalimat dalam bahasa Korea cukup unik sehingga bahasa Korea masuk ke dalam ranking bahasa tersulit untuk dipelajari. Di kelas ini kamu akan belajar cara membentuk kalimat sederhana dalam bahasa Korea dan cara mengucapkannya dengan benar. Bersama Borassaem kamu akan belajar sambil <em>virtual tour </em>ke destinasi wisata favorit di Korea.<br>
<br>
Materi di kelas ini akan banyak menggunakan <em>Hangeul </em>sehingga peserta diharapkan sudah familiar dengan alfabet Korea. Tersedia <em>pronunciation guide </em>dalam bentuk <em>Workbook </em>yang bisa di<em>download</em>.&nbsp;</div>"|Borassaem|Content Creator Bahasa Korea|600000|250000|4.9|99
language|Language Learning|Praktis Kuasai Bahasa Belanda Dasar|"<div><u><strong>Detail Kelas&nbsp;</strong></u></div>
<div>Kelas ini merupakan kelas dasar bahasa Belanda untukmu yang tertarik melanjutkan studi di Belanda atau sekadar menambah pengetahuan bahasa asing. Di kelas ini kamu akan belajar mulai dari alfabet, angka, salam pembuka dan perkenalan, hingga kosakata yang umum digunakan dalam aktivitas sehari-hari. Di kelas ini kamu juga akan diberikan pengetahuan tentang budaya Belanda. Kelas ini bisa kamu selesaikan selama dua minggu jika kamu menyediakan waktu 30 menit/hari.&nbsp;</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk pencari beasiswa studi ke Belanda, atau umum yang ingin meningkatkan keterampilan berbahasa Belanda.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan mampu memahami dasar bahasa Belanda, dan dapat berinteraksi dengan kosakata sehari-hari menggunakan bahasa Belanda. &nbsp;<br>
&nbsp;</div>"|Rianti Demerista Manullang|Docent Nederlands at University of Indonesia|750000|187000|5.0|168
language|Language Learning|Percakapan Bahasa Inggris Dasar Dengan Konsumen|"<div><u><strong>Detail Kelas</strong></u><br>
Kini kegiatan bisnis banyak dilakukan di antar negara, dan hal ini membuat bahasa Inggris menjadi bahasa yang digunakan untuk dapat berkomunikasi dan terkoneksi. Hal ini membuat berbagai perusahaan mewajibkan bahasa Inggris sebagai kemampuan yang harus dimiliki para pekerja. <br>
Di kelas ini kamu akan belajar percakapan dasar dalam bahasa Inggris, penggunaan ekspresi, dan tips cara berkomunikasi langsung dengan konsumen. Kamu juga akan mendapatkan rangkuman yang berisi kosakata penting sebagai penunjang yang bisa kamu gunakan kapanpun. &nbsp;<br>
</div>
<div><u><strong>Target Peserta</strong></u><br>
Kelas ini cocok untuk pekerja harian, orang yang memiliki tanggung jawab profesi untuk bertemu dengan banyak orang, serta orang yang membutuhkan kemampuan bahasa Inggris dasar.<br>
<u><strong>Tujuan Umum</strong></u><br>
Kamu akan dapat mengekspresikan kalimat yang digunakan sehari-hari dalam percakapan Bahasa Inggris</div>"|Sekar Krisnauli|Public Relations Lead|500000|150000|4.9|219047
language|Language Learning|Bahasa Mandarin Bisnis Untuk Pemula|"<div><u><strong>Detail Kelas</strong></u></div>
<div>Bahasa Mandarin sudah menjadi salah satu persyaratan untuk karyawan dalam banyak perusahaan sekarang ini. Hal ini karena negara China kian berkembang dan saat ini menjadi salah satu aktor ekonomi global. &nbsp;Tidak masalah jika kamu belum lancar berbahasa Mandarin, di kelas ini kamu akan belajar mulai dari pelafalan, angka, percakapan sehari-hari, juga cara bernegosiasi yang tepat agar bisnismu lancar. Kamu juga akan mendapatkan transkrip-transkrip topik tersebut berbentuk dokumen sehingga memudahkanmu untuk mempelajarinya di mana saja. Selain itu, kamu juga akan mendapatkan video tentang budaya bisnis di China untuk dijadikan gambaran kerjamu supaya tidak <em>culture shock</em>. &nbsp;Setelah mengikuti kelas ini, kamu diharapkan mampu berbahasa Mandarik, baik secara lisan maupun tulisan, untuk menunjang karirmu nanti.</div>
<div><br></div>
<div><u><strong>Target Peserta</strong></u></div>
<div>Kelas ini cocok untuk kamu yang telah menguasai dasar bahasa Mandarin dan ingin melatih dalam konteks bisnis. &nbsp;Direkomendasikan telah memahami dasar bahasa Mandarin.</div>
<div><br></div>
<div><u><strong>Tujuan Umum</strong></u></div>
<div>Kamu akan dapat menguraikan penggunaan kosakata dan percakapan dalam bahasa Mandarin dalam konteks bisnis.</div>"|Emilia Kurniasari|Chinese Language Expert|925000|215000|4.9|87647
